ma_nguoi_dung,ho_ten,email,sdt,ngay_sinh,gioi_tinh,cccd,vai_tro,trang_thai,created_at,ma_chi_nhanh,ma_hsdn
d5a7373f-5c38-420d-ae3e-e6786193f22d,Võ Ngọc Hà,ha.vo2105@gmail.com,0970654726,1992-07-07,Nu,031811287181,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,f79636f0-5446-4045-9584-2b995f6fb5ae,195ea851-59dd-4e70-ad76-71d0ea76db64
d7c42982-edc0-42bd-81dc-23babdd32142,Ngô Phương Quyên,quyen.ngo3908@gmail.com,0952473875,1993-02-13,Nu,089297556746,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,982c92d0-7f3f-4d5c-9af6-69ff021c5347
d90366c9-7c1b-4939-9848-6522cdf0ddf4,Đặng Khánh Hương,huong.dang8754@gmail.com,0919322768,1991-05-24,Nu,022852756353,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,32c0d1f9-40a5-4191-a7f8-5124c4657c54,e8acc2e0-6d3e-4b9f-8e28-78e11edc73e7
d968c59f-f4b8-47ec-b239-05d1a6f56709,Dương Quang Khôi,khoi.duong4632@gmail.com,0994046126,1992-01-04,Nam,031435876757,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,c8395dd8-e715-4bd4-ba7b-263661a1a0d9,b45bd7b0-c853-42b4-8df6-678e74dcdabf
d98468cf-202d-4186-9787-d4aab8d5526d,Hoàng Minh An,an.hoang3521@gmail.com,0985955522,1985-06-15,Nam,013250760583,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,440cc5c3-dbe3-4d65-b735-10b04b2987c3
dadc4b61-1e59-4c7b-a94c-502514ce03eb,Vũ Phương Thảo,thao.vu8071@gmail.com,0965926085,1985-06-15,Nam,052467954493,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,7a97e6af-ebe1-4e0f-96d1-2873b4810402
dcc4a3c4-cb4b-4b27-9a40-8bc11ccf6da2,Vũ Thảo Hương,huong.vu3066@gmail.com,0931913011,1998-04-15,Nu,043614299530,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,d87c0f54-bbff-433f-883c-c647344f7398,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
deb31eeb-ebf7-497e-8d9f-1c3cd1f5d079,Hoàng Thành Tuấn,tuan.hoang5422@gmail.com,0930817948,1985-06-15,Nam,059649926885,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,6924b9d8-d647-48dc-b64b-fa3bb3ce73f1
deca96e2-80f8-47be-9715-b12063d3e6b1,Trần Như Uyên,uyen.tran1398@gmail.com,0950899407,1991-06-25,Nu,021257645178,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,d9421e95-5779-475c-8f4b-c0e7402ea26a,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
dee9a747-2912-424f-a2c1-3b81be9ad33b,Huỳnh Phương Yến,yen.huynh2776@gmail.com,0983999160,1998-06-24,Nu,079170071780,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
df1f8e88-e8f2-49fc-89df-bac0a5e060d2,Phạm Ngọc Uyên,uyen.pham7634@gmail.com,0960015036,1999-08-05,Nu,023218559368,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,bd1a7fce-0295-45ee-b4ef-d256b8b14573,57300452-7745-419b-90f4-9e8d2a07bc3f
dfde95e2-f7d3-4c56-bb48-2654916c6ba9,Đặng Đức An,an.dang9751@gmail.com,0901042563,1985-06-15,Nu,081904145955,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,574edd70-5aeb-4afd-9791-8d80828e1550
e23cfe1a-d387-4de0-aa3f-34a321934bc0,Dương Hữu Cường,cuong.duong5337@gmail.com,0963279515,1997-10-11,Nam,078957990114,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,f842ec56-5095-49d4-9e6a-4107fbdc1ef1,e8acc2e0-6d3e-4b9f-8e28-78e11edc73e7
e3e954b6-499b-4818-9ca8-32b7f791ea5b,Võ Ngọc Châu,chau.vo9623@gmail.com,0992077547,1991-02-24,Nu,091819961761,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,7a296d86-e092-4453-b4bd-725b169aee4d
e41544d9-fb4e-4ea8-90b1-546befba9283,Võ Văn Phúc,phuc.vo4127@gmail.com,0995263469,1991-12-08,Nam,027348653977,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,2daf1ab0-ccc9-4c8e-9074-46482bfed73d,0bb45dbd-d123-48e3-b019-bebbe4939c5d
e50eaf1f-9a82-4a5d-b2c3-97e3437d272c,Lê Đức Thảo,thao.le3362@gmail.com,0932700811,1985-06-15,Nam,081041383971,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,195ea851-59dd-4e70-ad76-71d0ea76db64
e52a271a-2019-44fe-b090-aa6a420f1983,Nguyễn Kim Ngọc,nknn@gmail.com,0993999223,1999-08-14,Nu,203829929332,Nhan vien quan ly voucher,Dang hoat dong,2026-08-26 07:21:41.170163+00,,cd3bcf1f-d91d-4c8e-bfb8-8f6b968a20c1
e5978c25-6c03-4e52-9d0f-b74bc3f735e2,Đặng Thành Hải,hai.dang4447@gmail.com,0989673747,1985-06-15,Nu,014233627081,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,97cc13f3-9e0f-44d3-93a8-d8725e4fab06
e6fbf2ec-5edc-4e96-8351-9dab589da2d2,Đoàn Thảo Tâm,tam.doan6696@gmail.com,0907146039,2002-06-28,Nu,075167663804,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,01505b30-8de8-4884-ba49-a263b5edbb76,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
e71b72f0-1b3e-43b3-8a1b-06bf393203ab,Huỳnh Hữu Sơn,son.huynh7686@gmail.com,0936135115,1994-03-07,Nam,042024102262,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,67d99e9d-67db-4a66-b6b0-ee2fb1bd5b16,2a0f71ae-512d-492c-80c3-53d9180fe5af
e8849bc2-97fb-42f8-91a8-46a8d7a3e1ad,Nguyễn Minh Tuấn,tuan.nguyen6862@gmail.com,0953392664,1991-06-03,Nam,091252211673,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,e9359a63-2fa3-43b8-86e2-d3999ca004d2
e8bb944b-7bc4-4968-8145-2036e800a25a,Lê Thành Tuấn,tuan.le3418@gmail.com,0980319674,1985-06-15,Nam,027922893550,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,56421ca4-8d1a-4538-9b40-26b52c10e6ad
e98ba094-f8f8-41c2-9d47-af77595b0fd9,Đào Thanh Yến,yen.dao8610@gmail.com,0957405860,1998-09-14,Nu,066437510083,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,908e6544-7bb0-498e-83d0-58eb663232a6,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
eb916262-744f-40e5-9632-df459811c577,Mỹ Duyên,mt123@gmail.com,0786848704,2005-01-05,Nu,,Khach hang,Dang hoat dong,2026-08-25 13:21:46.496166+00,,
ef179d81-cbe6-4e12-9a28-c56561d4c871,Trần Bảo Vy,vy.tran1079@gmail.com,0986820091,1999-05-02,Nu,055510625156,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,a4dbb326-7e5a-4516-abde-8a7cde3a1c02,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
f1b02fdd-9196-4509-ba71-34ba2e6fc0c4,Nguyễn Minh Tuấn,tuan.nguyen5816@gmail.com,0973219152,1985-06-15,Nam,098899033816,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,b45bd7b0-c853-42b4-8df6-678e74dcdabf
f53533be-e47e-4723-9c2f-979cee487b27,Trần Minh Cường,cuong.tran8896@gmail.com,0970578316,1985-06-15,Nu,033799917355,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,06235d7c-859a-4f48-aa73-af143c47e39d
f7e24d17-0aa1-4b93-92f5-3288a03c493d,nttmy23,nttmy23@clc.fitus.edu.vn,,,,,Khach hang,Dang hoat dong,2026-08-25 19:05:28.941072+00,,
f824c05a-ce7d-48f7-af13-67e1436ce9ec,Hoàng Thành An,an.hoang1444@gmail.com,0909557267,1985-06-15,Nam,021838760250,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,1f6d328f-c0b0-4676-b4f7-29935641dcea
f892fb19-aaab-4b16-8634-20048cd21b8a,Đặng Thị Hải,hai.dang3101@gmail.com,0965049702,1985-06-15,Nu,099181859636,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,45477d5c-d229-4703-81f2-0127045999dd
faaf0e88-9cdb-4a0a-94cb-51019565970e,Đỗ Đình An,an.do2155@gmail.com,0956954117,2002-03-25,Nam,091222541047,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,3ca81d95-0e02-43f0-9874-c9e461c684f2,1c515879-c33a-4175-af65-f74c5034ca13
fca0577c-f4c6-4f42-b167-a7bee0c64e4e,Hồ Tuấn Tùng,tung.ho7827@gmail.com,0968678064,2001-11-02,Nam,062604419164,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,96841a89-aca2-4d5e-a2b3-08f713ccce13,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
fea62739-6ed0-40e4-96ae-868d4572e107,Vũ Văn Bình,binh.vu8508@gmail.com,0928170361,1985-06-15,Nu,022720690833,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,e9359a63-2fa3-43b8-86e2-d3999ca004d2
fef2bb3f-3fed-48b9-af80-bf541afec331,Phạm Thái Phúc,phuc.pham2429@gmail.com,0944169695,1991-06-07,Nam,001266649008,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,ea09404d-2543-476d-a69e-8ae77e16d5b1,b45bd7b0-c853-42b4-8df6-678e74dcdabf
